Alaska,American,Delta,Frontier,Hawaiian,JetBlue,Southwest,Spirit,United,Virgin
,0.83991691,0.60837816,,,,0.96612808,,0.9959401,
,0.83991691,0.91970975,,,,0.93024832,,0.83145298,
,0.83991691,0.48470977,,,,0.9478405,,0.9959401,
,0.83991691,0.90521317,,,,0.96425344,,0.73682477,
,0.83991691,0.90521317,,,,0.40250702,,0.43324591,
,0.83991691,0.90521317,,,,0.89855581,,0.64817116,
,0.83991691,0.97775257,,,,0.99479502,,0.54412491,
,0.83991691,0.90521317,,,,0.99466411,,0.85716986,
,0.83991691,0.89735913,,,,0.59732943,,0.83765736,
,0.83991691,0.88344955,,,,0.46831004,,0.47618553,
,0.83991691,0.97229968,,,,0.98409799,,0.97477571,
,0.83991691,0.90521317,,,,0.94415445,,0.53003629,
,0.83991691,0.98643909,,,,0.96464362,,0.72172614,
,0.83991691,0.41261149,,,,0.40764727,,0.46659733,
,0.83991691,0.48470977,,,,0.94133137,,0.82724264,
,0.83991691,0.31608121,,,,0.99159752,,0.991768,
,0.83991691,0.58226539,,,,0.15678057,,0.76546344,
,0.5208529,0.51437853,,,,0.99703926,,0.73682477,
,0.83991691,0.69772967,,,,0.67055361,,0.99963113,
,0.83991691,0.60837816,,,,0.71506859,,0.75155446,
,0.96049077,0.96293918,,,,0.5066946,,0.75049612,
,0.83991691,0.95778833,,,,0.59699265,,0.00091469,
,0.83991691,0.78039505,,,,0.61243993,,0.36501568,
,0.83991691,0.60837816,,,,0.04177038,,0.89228916,
,0.39438664,0.59789454,,,,0.54312012,,0.36501568,
,0.83991691,0.45814816,,,,0.6832158,,0.36501568,
,0.54396864,0.81131386,,,,0.34059586,,0.36501568,
,0.83991691,0.48470977,,,,0.34059586,,0.75155446,
,0.83991691,0.9894436,,,,0.61934995,,0.83765736,
,0.83991691,0.42154603,,,,0.39198404,,0.24892011,
,0.83991691,0.38507315,,,,0.44043915,,0.83765736,
,0.83991691,0.38507315,,,,0.47880271,,0.73791891,
,0.83991691,0.74099183,,,,0.89557155,,0.83765736,
,0.83991691,0.87380953,,,,0.67283379,,0.83765736,
,0.83991691,0.98658135,,,,0.90198435,,0.75049612,
,0.83991691,0.89485487,,,,0.99860875,,0.81886995,
,0.83991691,0.74099183,,,,0.55384291,,0.36501568,
,0.83991691,0.74099183,,,,0.69921657,,0.83765736,
,0.83991691,0.50221749,,,,0.36329992,,0.65419942,
,0.83991691,0.28837692,,,,0.81205825,,0.95877296,
,0.83991691,0.88833345,,,,0.32607971,,0.89311864,
,0.83991691,0.74099183,,,,0.66126129,,0.83765736,
,0.83991691,0.90521317,,,,0.841317,,0.95877296,
,0.83991691,0.4985125,,,,0.19989672,,0.97499362,
,0.83991691,0.84622568,,,,0.92572206,,0.83765736,
,0.83991691,0.90521317,,,,0.76552268,,0.46746354,
,0.83991691,0.92695775,,,,0.50380993,,0.70890049,
,0.83991691,0.56857021,,,,0.50380993,,0.9794669,
,0.83991691,0.80115041,,,,0.99096031,,0.36501568,
,0.83991691,0.50221749,,,,0.12982917,,0.7043731,
,0.83991691,0.56857021,,,,0.83237867,,0.07223659,
,0.83991691,0.74099183,,,,0.946965,,0.07223659,
,0.83991691,0.999531,,,,0.83704858,,0.71485869,
,0.83991691,0.56857021,,,,0.50380993,,0.85532603,
,0.83991691,0.00528339,,,,0.93084935,,0.95877296,
,0.83991691,6.31661e-5,,,,0.46068383,,0.61106711,
,0.83991691,0.84847243,,,,0.39597369,,0.36501568,
,0.83991691,0.00528339,,,,0.97696756,,0.83765736,
,0.83991691,0.96039313,,,,0.8179262,,0.33803573,
,0.83991691,0.8517231,,,,0.97110595,,0.61106711,
,0.83991691,0.48470977,,,,0.63765024,,0.78081121,
,0.83991691,0.65495236,,,,0.39900084,,0.84043926,
,0.83991691,0.75387926,,,,0.92780026,,0.22264994,
,0.83991691,0.8412302,,,,0.73156357,,0.82724264,
,0.83991691,0.91576891,,,,0.98590931,,0.33352829,
,0.83991691,1,,,,0.55572998,,0.45903702,
,0.83991691,0.99750373,,,,0.95240805,,0.00021375,
,0.83991691,0.09877682,,,,0.55572998,,0.95254249,
,0.83991691,0.91702003,,,,0.99820923,,0.6589301,
,0.83991691,0.90521317,,,,0.52164147,,0.46642062,
,0.83991691,0.56857021,,,,0.65446406,,0.20767127,
,0.83991691,0.87495951,,,,0.92610073,,0.5787368,
,0.83991691,0.82210578,,,,0.90089689,,0.87891017,
,0.83991691,0.50221749,,,,0.52083792,,0.46642062,
,0.83991691,0.72063428,,,,0.65491394,,0.91529951,
,0.83991691,0.70225726,,,,0.48476722,,0.85532603,
,0.83991691,0.74099183,,,,0.52083792,,0.75155446,
,0.83991691,0.76614676,,,,0.82982253,,0.83765736,
,0.83991691,0.45592222,,,,0.48476722,,0.47771727,
,0.92908907,0.92396778,,,,0.36906036,,0.75155446,
,0.83991691,0.86599941,,,,0.3688578,,0.83765736,
,0.83991691,0.8738404,,,,0.91671132,,0.77410548,
,0.83991691,0.92635559,,,,0.40454087,,0.47771727,
,0.83991691,0.82015825,,,,0.93195847,,0.93652202,
,0.83991691,0.97775257,,,,0.36906036,,0.75155446,
,0.69138665,0.14616897,,,,0.90089689,,0.80586462,
,0.83991691,0.76201525,,,,0.52083792,,0.85532603,
,0.83991691,0.97859053,,,,0.65491394,,0.70909443,
,0.83991691,0.8078236,,,,0.99456389,,0.77066854,
,0.83991691,0.90343781,,,,0.55572998,,0.8226448,
,0.83991691,0.97009621,,,,0.89904879,,0.91622674,
,0.83991691,0.92396778,,,,0.76552268,,0.97751972,
,0.83991691,0.59305522,,,,0.01024244,,0.60810652,
,0.83991691,0.96949604,,,,0.7071019,,0.85532603,
,0.83991691,0.65495236,,,,0.76552268,,0.83765736,
,0.83991691,0.53577377,,,,0.80681093,,0.84355888,
,0.83991691,0.90521317,,,,0.99009057,,0.7494235,
,0.83991691,0.63292134,,,,0.4721663,,0.7494235,
,0.83991691,0.06944023,,,,0.53380585,,0.55697151,
,0.83991691,0.72624821,,,,0.53380585,,0.99099375,
,0.83991691,0.48476722,,,,0.53535092,,0.40930964,
,0.83991691,0.97965609,,,,0.73691977,,0.89311864,
,0.83991691,0.99544987,,,,0.71374648,,0.4545508,
,0.83991691,0.7409093,,,,0.77968472,,0.83765736,
,0.83991691,0.48476722,,,,0.71781318,,0.9921305,
,0.83991691,0.72893778,,,,0.71374648,,0.46642062,
,0.83991691,0.76838956,,,,0.77968472,,0.84355888,
,0.83991691,0.73036003,,,,0.71374648,,0.84355888,
,0.83991691,0.89105859,,,,0.67058674,,0.87709677,
,0.83991691,0.59490738,,,,0.84828463,,0.73292424,
,0.83991691,0.74823858,,,,0.67058674,,0.75928253,
,0.83991691,0.90521317,,,,0.91930045,,0.80598036,
,0.83991691,0.43183704,,,,0.72579667,,0.92778418,
,0.69519921,0.92929238,,,,0.77968472,,0.9937726,
,0.96027695,0.92929238,,,,0.77968472,,0.83009772,
,0.83991691,0.48470977,,,,0.71374648,,0.75049612,
,0.39438664,0.89571269,,,,0.67058674,,0.93786928,
,0.83991691,0.92929238,,,,0.77968472,,0.45360881,
,0.83991691,0.93257351,,,,0.71374648,,0.40918876,
,0.83991691,0.41254848,,,,0.77968472,,0.94211069,
,0.83991691,0.73730152,,,,0.67058674,,0.55697151,
,0.83991691,0.93257351,,,,0.58742001,,0.74637664,
,0.83991691,0.92929238,,,,0.45232775,,0.68028677,
,0.83991691,0.92929238,,,,0.86087662,,0.44442804,
,0.83991691,0.92929238,,,,0.41388448,,0.80877964,
,0.83991691,0.7563442,,,,0.88009393,,0.12337401,
,0.83991691,0.92929238,,,,0.52083792,,0.87434116,
,0.83991691,0.72294758,,,,0.67058674,,0.9209438,
,0.83991691,0.92929238,,,,0.67058674,,0.93631125,
,0.83991691,0.74198284,,,,1,,0.99944842,
,0.83991691,0.14616897,,,,0.1928106,,0.5349529,
,0.83991691,0.92929238,,,,0.44809022,,0.7854527,
,0.83991691,0.76103459,,,,0.55572998,,0.68028677,
,0.83991691,0.92929238,,,,0.55709982,,0.71710977,
,0.83991691,0.33204285,,,,0.77968472,,0.54014093,
,0.83991691,0.92929238,,,,0.90131039,,0.95572077,
,0.83991691,0.90521317,,,,0.67058674,,0.68173356,
,0.83991691,0.92929238,,,,0.55572998,,0.93670428,
,0.83991691,0.91585218,,,,0.36171229,,0.24000903,
,0.83991691,0.91772043,,,,0.58742001,,0.9343234,
,0.83991691,0.4235859,,,,0.90089689,,0.75049612,
,0.65887166,0.59362224,,,,0.55572998,,0.44442804,
,0.65887166,0.63587621,,,,0.90089689,,0.89311864,
,0.83991691,0.49747002,,,,0.52083792,,0.92628666,
,0.83991691,0.88269165,,,,0.58742001,,0.67395326,
,0.83991691,0.92929238,,,,0.39625834,,0.50251748,
,0.83991691,0.3264424,,,,0.48606861,,0.87983198,
,0.83991691,1,,,,0.90131039,,0.21792154,
,0.83991691,0.9291332,,,,0.55572998,,0.68028677,
,0.83991691,0.39420752,,,,0.55572998,,0.93440252,
,0.83991691,0.59493389,,,,0.55572998,,0.99330761,
,0.83991691,0.14683418,,,,0.55572998,,0.78162648,
,0.83991691,0.92929238,,,,0.55572998,,0.86086943,
,0.83991691,0.63052972,,,,0.55572998,,0.73040533,
,0.83991691,0.55043786,,,,0.55572998,,0.66559755,
,0.83991691,0.99191607,,,,0.55572998,,0.74024263,
,0.83991691,0.50216499,,,,0.55572998,,0.43343745,
,0.83991691,0.94619488,,,,0.55572998,,0.82362022,
,0.83991691,0.92929238,,,,0.55572998,,0.91814004,
,0.83991691,0.03459996,,,,0.53834705,,0.71364023,
,0.83991691,0.92929238,,,,0.55572998,,0.85462051,
,0.83991691,0.94619488,,,,0.65491394,,0.75049612,
,0.83991691,0.51719072,,,,0.15369106,,0.26366613,
,0.83991691,0.92929238,,,,0.52083792,,0.94211069,
,0.83991691,0.83792915,,,,0.90089689,,0.7435877,
,0.83991691,0.44561106,,,,0.48476722,,0.48067463,
,0.83991691,0.71836381,,,,0.58742001,,0.97982243,
,0.83991691,0.89491225,,,,0.96770672,,0.83765736,
,0.83991691,0.52725296,,,,0.98233488,,0.00124723,
,0.83991691,0.45814816,,,,0.82064006,,0.29633746,
,0.82262583,0.81131386,,,,0.80254544,,0.29633746,
,0.83991691,0.81829226,,,,0.46198351,,0.83765736,
,0.83991691,0.80555623,,,,0.78895035,,0.7669717,
,0.83991691,0.764633,,,,0.78895035,,0.99961257,
,0.83991691,0.92929238,,,,0.78895035,,0.96076761,
,0.83991691,0.32700334,,,,0.92887795,,0.99793255,
,0.83991691,0.64043669,,,,0.48086435,,0.9216327,
,0.83991691,0.43903731,,,,0.78895035,,0.80599131,
,0.83991691,0.96619281,,,,0.78895035,,0.98308775,
,0.83991691,0.92214182,,,,0.78895035,,0.90723062,
,0.83991691,0.99912371,,,,0.78895035,,0.92942696,
,0.83991691,0.99051882,,,,0.78895035,,0.82610928,
,0.83991691,0.95374161,,,,0.78895035,,0.82610928,
,0.83991691,0.89098577,,,,0.78895035,,0.82610928,
,0.83991691,0.33325271,,,,0.78895035,,0.91650035,
,0.83991691,0.98658373,,,,0.78895035,,0.92942696,
,0.83991691,0.8246001,,,,0.78895035,,0.22861645,
,0.17293035,0.7456149,,,,0.78895035,,0.92942696,
,0.83991691,0.63052972,,,,0.78895035,,0.82610928,
,0.83991691,0.63052972,,,,0.45870428,,0.92942696,
,0.83991691,0.91890489,,,,0.78895035,,0.92942696,
,0.83991691,0.52763431,,,,0.78895035,,0.82610928,
,0.83991691,0.73950743,,,,0.40568078,,0.82610928,
,0.83991691,0.76512936,,,,0.78895035,,0.82610928,
,0.83991691,0.94619488,,,,0.78895035,,0.22861645,
,0.83991691,0.40165115,,,,0.78895035,,0.07160117,
,0.10442471,0.92929238,,,,0.88978531,,0.82610928,
,0.83991691,0.88395417,,,,0.78895035,,0.82610928,
,0.83991691,0.8000329,,,,0.78895035,,0.92942696,
,0.83991691,0.78593258,,,,0.78895035,,0.92942696,
,0.83991691,0.63052972,,,,0.78895035,,0.82610928,
,0.83991691,0.53642287,,,,0.71785774,,0.92942696,
,0.83991691,0.85335488,,,,0.78895035,,0.92942696,
,0.83991691,0.85335488,,,,0.78895035,,0.22861645,
,0.83991691,0.83527726,,,,0.78895035,,0.92942696,
,0.83991691,0.72372405,,,,0.78895035,,0.92942696,
,0.83991691,0.19223074,,,,0.78895035,,0.22861645,
,0.83991691,0.92929238,,,,0.78895035,,0.22861645,
,0.83991691,0.67076565,,,,0.78895035,,0.22861645,
,0.83991691,0.69963282,,,,0.78895035,,0.82610928,
,0.83991691,0.4083284,,,,0.78895035,,0.82610928,
,0.83991691,0.89138239,,,,0.78895035,,0.92942696,
,0.83991691,0.92338264,,,,0.78895035,,0.82610928,
,0.48653326,0.82768237,,,,0.78895035,,0.82610928,
,0.96041556,0.8179932,,,,0.78895035,,0.82610928,
,0.17397549,0.63052972,,,,0.78895035,,0.22861645,
,0.83991691,0.85308061,,,,0.78895035,,0.98824626,
,0.83991691,0.76264577,,,,0.78895035,,0.92942696,
,0.00033984,0.77888319,,,,0.78895035,,0.82610928,
,0.83991691,0.5422093,,,,0.78895035,,0.22861645,
,0.83991691,0.87286374,,,,0.98778294,,0.92942696,
,0.83991691,0.97775257,,,,0.78895035,,0.22861645,
,0.83991691,0.84045267,,,,0.78895035,,0.94520848,
,0.83991691,0.92792475,,,,0.78895035,,0.98824626,
,0.83991691,0.78131396,,,,0.78895035,,0.82610928,
,0.83991691,0.98550285,,,,0.89772146,,0.92942696,
,0.83991691,0.45036402,,,,0.77968472,,0.92942696,
,0.83991691,0.73430589,,,,0.78895035,,0.92942696,
,0.83991691,0.34875415,,,,0.78895035,,0.92942696,
,0.54051597,0.43030914,,,,0.78895035,,0.22861645,
,0.83991691,0.90521317,,,,0.78895035,,0.48979892,
,0.83991691,0.82686216,,,,0.78895035,,0.82610928,
,0.60744381,0.96619281,,,,0.78895035,,0.82610928,
,0.94996203,0.43030914,,,,0.78895035,,0.82610928,
,0.83991691,0.90257597,,,,0.78895035,,0.22861645,
,0.83991691,0.00807191,,,,0.78895035,,0.92942696,
,0.83991691,0.87083254,,,,0.95365418,,0.92942696,
,0.83991691,0.60837816,,,,0.78895035,,0.22861645,
,0.4006542,0.85413902,,,,0.78895035,,0.82610928,
,0.83991691,0.10437141,,,,0.78895035,,0.22861645,
,0.83991691,0.9070748,,,,0.78895035,,0.82610928,
,0.83991691,0.96688618,,,,0.78895035,,0.92942696,
,0.83991691,0.83029931,,,,0.78895035,,0.92942696,
,0.83991691,0.72616867,,,,0.78895035,,0.92942696,
,0.83991691,0.54893783,,,,0.78895035,,0.89311864,
,0.83991691,0.72616867,,,,0.78895035,,0.22861645,
,0.83991691,0.98905568,,,,0.78895035,,0.82610928,
,0.83991691,0.50760941,,,,0.78895035,,0.82610928,
,0.83991691,0.05533473,,,,0.78895035,,0.92942696,
,0.83991691,0.72616867,,,,0.78895035,,0.22861645,
,0.83991691,0.57991878,,,,0.78895035,,0.92942696,
,0.92385108,0.44561106,,,,0.78895035,,0.82610928,
,0.83991691,0.44561106,,,,0.78895035,,0.92942696,
,0.83991691,0.90521317,,,,0.78895035,,0.82610928,
,0.83991691,0.87153841,,,,0.78895035,,0.82610928,
,0.83991691,0.79446784,,,,0.78895035,,0.22861645,
,0.83991691,0.4906286,,,,0.83805134,,0.22861645,
,0.83991691,0.38415954,,,,0.78895035,,0.82610928,
,0.83991691,0.46896744,,,,0.78895035,,0.92942696,
,0.83991691,0.88764516,,,,0.78895035,,0.92942696,
,0.83991691,0.4906286,,,,0.78895035,,0.22861645,
,0.83991691,0.90105748,,,,0.99657339,,0.82610928,
,0.83991691,0.89993387,,,,0.78895035,,0.92942696,
,0.83991691,0.71156767,,,,0.78895035,,0.92942696,
,0.83991691,0.55109353,,,,0.78895035,,0.92942696,
,0.83991691,0.89211796,,,,0.78895035,,0.22861645,
,0.88860595,0.994363,,,,0.78895035,,0.22861645,
,0.83991691,0.4906286,,,,0.78895035,,0.22861645,
,0.99636473,0.65527771,,,,0.90892589,,0.82610928,
,0.83991691,0.70528642,,,,0.78895035,,0.82610928,
,0.83991691,0.4906286,,,,0.78895035,,0.82610928,
,0.83991691,0.24959377,,,,0.78895035,,0.82610928,
,0.83991691,0.4906286,,,,0.78895035,,0.92942696,
,0.83991691,0.33643765,,,,0.78895035,,0.82610928,
,0.83991691,0.92032566,,,,0.78895035,,0.92942696,
,0.83991691,0.67823448,,,,0.78895035,,0.71994322,
,0.83991691,0.67823448,,,,0.78895035,,0.45849572,
,0.83991691,0.50687957,,,,0.78895035,,0.82610928,
,0.83991691,0.6329167,,,,0.78895035,,0.22861645,
,0.83991691,0.45508887,,,,0.25064035,,0.92942696,
,0.83991691,0.47413561,,,,0.78895035,,0.92942696,
,0.83991691,0.81671083,,,,0.78895035,,0.92942696,
,0.83991691,0.71907542,,,,0.78895035,,0.82610928,
,0.83991691,0.82657422,,,,0.78895035,,0.22861645,
,0.83991691,0.4906286,,,,0.78895035,,0.92942696,
,0.34052624,0.65634087,,,,0.78895035,,0.82610928,
,0.78526896,0.90521317,,,,0.78895035,,0.22861645,
,0.78526896,0.26458741,,,,0.67884741,,0.75049612,
,0.47680915,0.4906286,,,,0.78895035,,0.22861645,
,0.67383459,0.4906286,,,,0.78895035,,0.82610928,
,0.83991691,0.7068388,,,,0.78895035,,0.92942696,
,0.83991691,0.98521709,,,,0.78895035,,0.89311864,
,0.83991691,0.56834206,,,,0.78895035,,0.82610928,
,0.83991691,0.97254398,,,,0.99035114,,0.75049612,
,0.83991691,0.88543838,,,,0.78895035,,0.82610928,
,0.83991691,0.67579199,,,,0.78895035,,0.22861645,
,0.83991691,0.4906286,,,,0.78895035,,0.82610928,
,0.83991691,0.76264577,,,,0.78895035,,0.22861645,
,0.83991691,0.59632603,,,,0.96517016,,0.82610928,
,0.83991691,0.4906286,,,,0.78895035,,0.82610928,
,0.81635579,0.4906286,,,,0.78895035,,0.92942696,
,0.83991691,0.50166499,,,,0.78895035,,0.92942696,
,0.83991691,0.97809946,,,,0.78895035,,0.22861645,
,0.83991691,0.3105006,,,,0.78895035,,0.92942696,
,0.83991691,0.4906286,,,,0.78895035,,0.92942696,
,0.83991691,0.62557038,,,,0.78895035,,0.22861645,
,0.83991691,0.99824717,,,,0.78895035,,0.22861645,
,0.83991691,0.40930964,,,,0.78895035,,0.92942696,
,0.83991691,0.67823448,,,,0.78895035,,0.71831525,
,0.83991691,0.96144642,,,,0.78895035,,0.82610928,
,0.83991691,0.00075033,,,,0.78895035,,0.22861645,
,0.83991691,0.4906286,,,,0.78895035,,0.82610928,
,0.83991691,0.56192297,,,,0.77968472,,0.50251748,
,0.83991691,0.46045278,,,,0.78895035,,0.82610928,
,0.83991691,0.94487347,,,,0.78895035,,0.60407654,
,0.83991691,0.81545607,,,,0.78895035,,0.22861645,
,0.83991691,0.8559794,,,,0.78895035,,0.82610928,
,0.83991691,0.65495236,,,,0.78895035,,0.22861645,
,0.83991691,0.84632585,,,,0.78895035,,0.82610928,
,0.83991691,0.98554992,,,,0.6664228,,0.22861645,
,0.83991691,0.55233264,,,,0.78895035,,0.92942696,
,0.83991691,0.92929238,,,,0.78895035,,0.92942696,
,0.83991691,0.87847848,,,,0.84093614,,0.92942696,
,0.89674316,0.92360519,,,,0.58805727,,0.92942696,
,0.83991691,0.35404633,,,,0.7243774,,0.92942696,
,0.83991691,0.55233264,,,,0.55785471,,0.22861645,
,0.83991691,0.55233264,,,,0.99915885,,0.22861645,
,0.49402778,0.56148474,,,,0.78895035,,0.82610928,
,0.83991691,0.55233264,,,,0.92099984,,0.22861645,
,0.83991691,0.80296979,,,,0.78895035,,0.82610928,
,0.83991691,0.55233264,,,,0.78895035,,0.92942696,
,0.83991691,0.55233264,,,,0.94674963,,0.22861645,
,0.83991691,0.55233264,,,,0.13397623,,0.92942696,
,0.83991691,0.99286668,,,,0.87332467,,0.92942696,
,0.83991691,0.97775257,,,,0.6664228,,0.82610928,
,0.83991691,0.89411776,,,,0.32450825,,0.22861645,
,0.83991691,0.98347162,,,,0.93128322,,0.82610928,
,0.83991691,0.32432633,,,,0.9868739,,0.82610928,
,0.83991691,0.55233264,,,,0.7030679,,0.22861645,
,0.83991691,0.59938902,,,,0.77968472,,0.22861645,
,0.83991691,0.55233264,,,,0.48476722,,0.22861645,
,0.83991691,0.55233264,,,,0.54988845,,0.82610928,
,0.83991691,0.55233264,,,,0.99178333,,0.92942696,
,0.83991691,0.9774332,,,,0.92473625,,0.92942696,
,0.83991691,0.55697151,,,,0.56416425,,0.82610928,
,0.83991691,0.65849396,,,,0.90667787,,0.22861645,
,0.83991691,0.55233264,,,,0.25257231,,0.82610928,
,0.50996118,0.77090352,,,,0.98206917,,0.92942696,
,0.59593118,0.97775257,,,,0.18935142,,0.92942696,
,0.83991691,0.55233264,,,,0.20383266,,0.92942696,
,0.83991691,0.55233264,,,,0.71530692,,0.92942696,
,0.83991691,0.55233264,,,,0.4721663,,0.82610928,
,0.83991691,0.99602374,,,,0.60810652,,0.22861645,
,0.83991691,0.83690122,,,,0.63123997,,0.82610928,
,0.83991691,0.10257549,,,,0.48561897,,0.92942696,
,0.83991691,0.86960491,,,,0.16286687,,0.82610928,
,0.83991691,0.98466328,,,,0.71116523,,0.72050944,
,0.83991691,0.55233264,,,,0.6893902,,0.92942696,
,0.96971707,0.92396778,,,,0.9802859,,0.22861645,
,0.83991691,0.91840197,,,,0.82144378,,0.22861645,
,0.83991691,0.55233264,,,,0.77968472,,0.85814163,
,0.79554508,1,,,,0.98751742,,0.22861645,
,0.92659673,0.55233264,,,,0.77968472,,0.22861645,
,0.83991691,0.59969634,,,,0.78182441,,0.82610928,
,0.83991691,0.89361116,,,,0.47680915,,0.22861645,
,0.83991691,0.71927132,,,,0.98420281,,0.91836224,
,0.83991691,0.55233264,,,,0.62956008,,0.73361857,
,0.83991691,0.55233264,,,,0.99091451,,0.82610928,
,0.83991691,0.65756686,,,,0.99916845,,0.22861645,
,0.83991691,0.56705362,,,,0.52083792,,0.81671681,
,0.83991691,0.8000329,,,,0.98846321,,0.22861645,
,0.83991691,0.08340328,,,,0.92887795,,0.95877296,
,0.83991691,0.97775257,,,,0.54635401,,0.22861645,
,0.39438664,0.55233264,,,,0.95115291,,0.92480096,
,0.83991691,0.55233264,,,,0.8120033,,0.74102829,
,0.83991691,0.84515952,,,,0.67735219,,0.48067463,
,0.83991691,0.97778018,,,,0.79170937,,0.22861645,
,0.83991691,0.54744433,,,,0.93000525,,0.22861645,
,0.83991691,0.28404188,,,,0.97975372,,0.82610928,
,0.83991691,0.97775257,,,,0.97975372,,0.22861645,
,0.35312522,0.55233264,,,,0.97975372,,0.82610928,
,0.92659673,0.36308945,,,,0.97975372,,0.92942696,
,0.56187619,0.55233264,,,,0.97975372,,0.82610928,
,0.46139201,0.55233264,,,,0.78895035,,0.92942696,
,0.56187619,0.54744433,,,,0.78895035,,0.22861645,
,0.83991691,0.0850827,,,,0.91717361,,0.22861645,
,0.84990422,4.18884e-5,,,,0.74799173,,0.22861645,
,0.09803422,0.55233264,,,,0.78895035,,0.92942696,
,0.86632979,0.9027157,,,,0.78895035,,0.92942696,
,0.90803376,0.63760865,,,,0.78895035,,0.82610928,
,0.83991691,0.97775257,,,,0.78895035,,0.22861645,
,0.83991691,0.74426397,,,,0.38555632,,0.82610928,
,0.83991691,0.98322899,,,,0.78895035,,0.82610928,
,0.63020585,0.97859954,,,,0.80254227,,0.22861645,
,0.83991691,0.97775257,,,,0.00364082,,0.82610928,
,0.83991691,0.54728329,,,,0.78895035,,0.92942696,
,0.83991691,0.81628831,,,,0.78895035,,0.22861645,
,0.56219619,0.94686144,,,,0.78895035,,0.22861645,
,0.83991691,0.00355989,,,,0.78895035,,0.92942696,
,0.83991691,0.8095918,,,,0.78895035,,0.92942696,
,0.83991691,0.95631573,,,,0.58044977,,0.82610928,
,0.83991691,0.97775257,,,,0.78895035,,0.92942696,
,0.83991691,0.47170526,,,,0.99045153,,0.82610928,
,0.5897592,0.70548592,,,,0.78895035,,0.95877296,
,0.83991691,4.18884e-5,,,,0.43766844,,0.82610928,
,0.83991691,0.4906286,,,,0.9998263,,0.82610928,
,0.83991691,0.55233264,,,,0.78370679,,0.87221982,
,0.83991691,0.55233264,,,,0.78895035,,0.22861645,
,0.83991691,0.68793868,,,,0.78895035,,0.92942696,
,0.83991691,0.91848212,,,,0.57720987,,0.22861645,
,0.83991691,0.68793868,,,,0.78895035,,0.92942696,
,0.83991691,0.68793868,,,,0.57066136,,0.82610928,
,0.83991691,0.55233264,,,,0.89770218,,0.22861645,
,0.83991691,0.29428973,,,,0.74984391,,0.22861645,
,0.43607673,0.65260963,,,,0.77325275,,0.91493676,
,0.83991691,0.4906286,,,,0.70845249,,0.92942696,
,0.83991691,0.48602364,,,,0.78895035,,0.92942696,
,0.78959734,0.48602364,,,,0.80254227,,0.92942696,
,0.83991691,0.68793868,,,,0.76266025,,0.92942696,
,0.83991691,0.67198573,,,,0.78895035,,0.22861645,
,0.83991691,0.83420402,,,,0.78895035,,0.00115349,
,0.83991691,0.44561106,,,,0.78895035,,0.82610928,
,0.83991691,0.97775257,,,,0.88329811,,0.22861645,
,0.83991691,0.71565705,,,,0.78895035,,0.92942696,
,0.83991691,0.66726036,,,,0.78895035,,0.92942696,
,0.83991691,0.9916635,,,,0.78895035,,0.22861645,
,0.83991691,0.84004326,,,,0.78895035,,0.22861645,
,0.83991691,0.68793868,,,,0.78895035,,0.82610928,
,0.79219542,0.96312999,,,,0.78895035,,0.22861645,
,0.83991691,0.68348628,,,,0.78895035,,0.22861645,
,0.83991691,0.4906286,,,,0.78895035,,0.92942696,
,0.83991691,0.96312999,,,,0.77968472,,0.22861645,
,0.83991691,0.96312999,,,,0.92653141,,0.92942696,
,0.83991691,0.96312999,,,,0.78895035,,0.82610928,
,0.83991691,0.96312999,,,,0.91973707,,0.22861645,
,0.83991691,0.89503445,,,,0.93644886,,0.82610928,
,0.82170618,0.96312999,,,,0.78895035,,0.22861645,
,0.83991691,0.95858202,,,,0.91973707,,0.22861645,
,0.83991691,0.22868876,,,,0.78895035,,0.22861645,
,0.83991691,0.90039938,,,,0.78895035,,0.82610928,
,0.83991691,0.85847486,,,,0.78895035,,0.92942696,
,0.83991691,0.96312999,,,,0.80254227,,0.82610928,
,0.83991691,0.96312999,,,,0.78895035,,0.92942696,
,0.83991691,0.96312999,,,,0.48470977,,0.82610928,
,0.83991691,0.96312999,,,,0.85841531,,0.82610928,
,0.83991691,0.4906286,,,,0.78895035,,0.82610928,
,0.83991691,0.86928822,,,,0.78895035,,0.92942696,
,0.83991691,0.96312999,,,,0.78895035,,0.82610928,
,0.83991691,0.96312999,,,,0.78895035,,0.82610928,
,0.83991691,0.96312999,,,,0.78895035,,0.22861645,
,0.83991691,0.96312999,,,,0.57861002,,0.92942696,
,0.83991691,0.00038762,,,,0.78895035,,0.22861645,
,0.83991691,0.96312999,,,,0.78895035,,0.22861645,
,0.83991691,0.55233264,,,,0.78895035,,0.92942696,
,0.83991691,0.85847486,,,,0.78895035,,0.67120276,
,0.83991691,0.96312999,,,,0.99091415,,0.82610928,
,0.83991691,0.96312999,,,,0.47680915,,0.22861645,
,0.83991691,0.55233264,,,,0.89966068,,0.82610928,
,0.83991691,0.97775257,,,,0.74144643,,0.92942696,
,0.83991691,0.96312999,,,,0.76552268,,0.92942696,
,0.83991691,0.96312999,,,,0.8750962,,0.22861645,
,0.83991691,0.96312999,,,,0.43766844,,0.82610928,
,0.80464299,0.96312999,,,,0.3503935,,0.82610928,
,0.83991691,0.73682477,,,,0.44845873,,0.82610928,
,0.83991691,0.974103,,,,0.82251929,,0.22861645,
